id_mhs,nim,nama_mhs,jenis_kelamin,tgl_lahir,kode_provinsi_asal,nama_sma_asal,akreditasi_sma_asal,id_prodi,tahun_masuk,status_mhs
453,A20060453,"Cakrabirawa Melani, M.Farm",L,1997-11-30,61,SMA Negeri 28 Kalimantan Barat,A,6,2020,Lulus
454,A23110454,Drs. Omar Sihombing,L,2006-11-24,82,SMA Negeri 46 Maluku Utara,B,11,2023,Aktif
455,A19090455,"Puji Kuswoyo, M.Kom.",L,2005-03-28,64,SMA Negeri 45 Kalimantan Timur,A,9,2019,Aktif
456,A19050456,Rahman Pertiwi,P,1998-10-05,19,SMA Negeri 26 Kepulauan Bangka Belitung,A,5,2019,DO
457,A19100457,Prima Nababan,P,2002-09-27,13,SMA Negeri 37 Sumatera Barat,B,10,2019,Aktif
458,A19020458,Kasiran Ramadan,P,2006-05-01,82,SMA Negeri 23 Maluku Utara,B,2,2019,Aktif
459,A23060459,Ridwan Sudiati,P,2002-04-01,31,SMA Negeri 43 DKI Jakarta,A,6,2023,Aktif
460,A21110460,"Karna Anggraini, S.Ked",L,1998-08-25,63,SMA Negeri 45 Kalimantan Selatan,A,11,2021,Aktif
461,A20020461,Cakrawangsa Rahimah,P,2006-07-28,64,SMA Negeri 25 Kalimantan Timur,A,2,2020,Aktif
462,A19080462,"Fitria Yolanda, M.M.",L,2000-10-10,73,SMA Negeri 23 Sulawesi Selatan,C,8,2019,Lulus
463,A18090463,T. Mulya Kuswandari,P,2002-04-03,71,SMA Negeri 44 Sulawesi Utara,TT,9,2018,Lulus
464,A21040464,Asmadi Saefullah,L,2006-07-05,31,SMA Negeri 21 DKI Jakarta,A,4,2021,Aktif
465,A18050465,KH. Sidiq Novitasari,L,2003-03-31,17,SMA Negeri 11 Bengkulu,B,5,2018,Lulus
466,A22120466,Ade Sihombing,L,2000-05-18,15,SMA Negeri 39 Jambi,A,12,2022,Aktif
467,A23100467,Kuncara Anggraini,L,2007-06-19,81,SMA Negeri 42 Maluku,A,10,2023,Aktif
468,A19030468,Yulia Gunawan,L,2008-04-06,74,SMA Negeri 13 Sulawesi Tenggara,A,3,2019,Aktif
469,A23070469,Putri Maheswara,L,1998-08-06,51,SMA Negeri 16 Bali,B,7,2023,Aktif
470,A21020470,Luwar Mandala,L,2005-11-29,14,SMA Negeri 1 Riau,TT,2,2021,Aktif
471,A20070471,Iriana Nuraini,L,2007-03-24,16,SMA Negeri 14 Sumatera Selatan,TT,7,2020,Aktif
472,A18030472,"Tari Oktaviani, M.TI.",L,2007-03-02,53,SMA Negeri 26 Nusa Tenggara Timur,TT,3,2018,Aktif
473,A23080473,Zulaikha Mardhiyah,L,1999-09-29,82,SMA Negeri 42 Maluku Utara,B,8,2023,Aktif
474,A19090474,Gandi Kuswandari,L,2002-05-25,71,SMA Negeri 29 Sulawesi Utara,B,9,2019,Aktif
475,A21010475,Gandi Maheswara,L,1998-02-05,51,SMA Negeri 18 Bali,TT,1,2021,Aktif
476,A19100476,Drs. Saka Prasasta,L,2007-05-12,14,SMA Negeri 35 Riau,A,10,2019,Lulus
477,A22070477,Maimunah Halim,L,2008-05-02,35,SMA Negeri 34 Jawa Timur,A,7,2022,Aktif
478,A22070478,drg. Mujur Sihotang,L,2006-07-24,81,SMA Negeri 20 Maluku,B,7,2022,Aktif
479,A23020479,Hamima Maheswara,P,2000-08-24,72,SMA Negeri 37 Sulawesi Tengah,A,2,2023,Aktif
480,A18090480,Hamima Permata,L,2001-06-19,21,SMA Negeri 11 Kepulauan Riau,TT,9,2018,DO
481,A19040481,Febi Rajasa,L,2003-12-17,33,SMA Negeri 44 Jawa Tengah,A,4,2019,Aktif
482,A23070482,Jaya Suryono,P,2004-08-14,33,SMA Negeri 17 Jawa Tengah,A,7,2023,Aktif
483,A18060483,R.A. Elvina Prasetya,P,2002-08-07,15,SMA Negeri 21 Jambi,C,6,2018,Aktif
484,A21050484,Ozy Wulandari,P,2005-02-18,94,SMA Negeri 34 Papua,A,5,2021,Lulus
485,A21070485,Paiman Sitompul,L,2007-11-25,18,SMA Negeri 38 Lampung,A,7,2021,Lulus
486,A22020486,Raditya Situmorang,L,2004-09-16,17,SMA Negeri 35 Bengkulu,A,2,2022,Aktif
487,A20060487,"Nalar Tarihoran, S.Ked",P,2002-06-08,73,SMA Negeri 39 Sulawesi Selatan,C,6,2020,Aktif
488,A19080488,"Ratna Farida, S.Farm",L,1999-01-09,13,SMA Negeri 39 Sumatera Barat,B,8,2019,Aktif
489,A18110489,Aisyah Sirait,L,2000-03-21,72,SMA Negeri 4 Sulawesi Tengah,C,11,2018,Lulus
490,A20120490,Dt. Jais Sinaga,L,1999-03-31,81,SMA Negeri 20 Maluku,B,12,2020,Aktif
491,A21050491,"Drs. Betania Pratama, M.TI.",L,2001-08-27,52,SMA Negeri 48 Nusa Tenggara Barat,A,5,2021,Aktif
492,A20080492,Jumadi Wacana,P,2000-08-27,62,SMA Negeri 13 Kalimantan Tengah,C,8,2020,Lulus
493,A21080493,Agus Hutapea,P,2003-08-03,34,SMA Negeri 4 DI Yogyakarta,TT,8,2021,Lulus
494,A18090494,Harsanto Gunawan,P,2000-03-02,31,SMA Negeri 9 DKI Jakarta,B,9,2018,Lulus
495,A19090495,Panji Sudiati,L,2005-05-23,12,SMA Negeri 16 Sumatera Utara,B,9,2019,Lulus
496,A18010496,KH. Cahyadi Prakasa,P,1998-09-27,76,SMA Negeri 24 Sulawesi Barat,B,1,2018,Aktif
497,A21080497,Cinthia Wahyuni,P,2005-04-12,91,SMA Negeri 24 Papua Barat,A,8,2021,Aktif
498,A19080498,Sutan Gambira Winarsih,P,2006-06-28,75,SMA Negeri 23 Gorontalo,TT,8,2019,Lulus
499,A23030499,Chelsea Waskita,L,2003-06-24,51,SMA Negeri 2 Bali,A,3,2023,Aktif
500,A19070500,R.A. Karen Prayoga,L,2000-08-19,14,SMA Negeri 44 Riau,B,7,2019,Lulus
501,A23040501,"R.A. Mala Lestari, S.Sos",P,1998-08-16,52,SMA Negeri 2 Nusa Tenggara Barat,C,4,2023,Aktif
502,A21110502,Citra Siregar,P,2004-05-02,11,SMA Negeri 1 Aceh,A,11,2021,Aktif
503,A22040503,"Zaenab Haryanto, S.H.",P,2004-05-05,51,SMA Negeri 46 Bali,B,4,2022,Aktif
504,A21110504,Maya Rajasa,L,2008-05-15,52,SMA Negeri 14 Nusa Tenggara Barat,C,11,2021,Aktif
505,A23080505,Jessica Mulyani,P,2003-01-31,61,SMA Negeri 7 Kalimantan Barat,C,8,2023,Aktif
506,A23010506,Lanjar Purwanti,P,1999-05-30,91,SMA Negeri 42 Papua Barat,B,1,2023,Aktif
507,A20100507,Lidya Gunawan,L,2006-01-21,53,SMA Negeri 18 Nusa Tenggara Timur,A,10,2020,Aktif
508,A20110508,Suci Waskita,P,2007-04-18,62,SMA Negeri 42 Kalimantan Tengah,B,11,2020,Lulus
509,A19050509,Wirda Firmansyah,L,2004-03-31,33,SMA Negeri 39 Jawa Tengah,B,5,2019,Lulus
510,A23070510,Ilsa Puspita,P,2002-02-21,62,SMA Negeri 2 Kalimantan Tengah,A,7,2023,Aktif
511,A20110511,Mariadi Hutapea,L,2008-01-11,82,SMA Negeri 48 Maluku Utara,B,11,2020,Aktif
512,A20010512,Carla Halim,P,2007-10-09,33,SMA Negeri 31 Jawa Tengah,B,1,2020,Lulus
513,A22110513,"Indah Prabowo, S.Kom",L,2001-06-29,64,SMA Negeri 43 Kalimantan Timur,B,11,2022,Aktif
514,A20090514,Melinda Wibowo,L,2000-11-05,32,SMA Negeri 17 Jawa Barat,A,9,2020,Aktif
515,A23120515,Yance Rahayu,P,2003-06-28,32,SMA Negeri 6 Jawa Barat,B,12,2023,Aktif
516,A19040516,Dr. Jarwi Haryanti,L,2002-02-10,64,SMA Negeri 22 Kalimantan Timur,B,4,2019,Lulus
517,A22060517,Mahesa Yuliarti,L,1999-11-21,51,SMA Negeri 8 Bali,B,6,2022,Aktif
518,A23080518,Lala Rahayu,L,2001-06-23,14,SMA Negeri 13 Riau,A,8,2023,Aktif
519,A23090519,Balidin Nuraini,P,2007-01-15,18,SMA Negeri 20 Lampung,C,9,2023,Aktif
520,A19070520,"Martani Hardiansyah, M.Kom.",L,2000-05-17,14,SMA Negeri 37 Riau,A,7,2019,Aktif
521,A20080521,T. Among Zulkarnain,L,2004-03-03,21,SMA Negeri 41 Kepulauan Riau,A,8,2020,Aktif
522,A23030522,"Nadia Januar, S.Sos",L,2004-07-21,62,SMA Negeri 29 Kalimantan Tengah,A,3,2023,Aktif
523,A19050523,Hafshah Purnawati,L,1998-02-24,34,SMA Negeri 50 DI Yogyakarta,A,5,2019,Lulus
524,A22020524,Shania Saputra,P,2006-03-24,19,SMA Negeri 28 Kepulauan Bangka Belitung,C,2,2022,Aktif
525,A21070525,Tgk. Suci Wastuti,L,2007-07-23,74,SMA Negeri 13 Sulawesi Tenggara,C,7,2021,Aktif
526,A18120526,Tantri Dabukke,P,2006-03-13,65,SMA Negeri 44 Kalimantan Utara,B,12,2018,Aktif
527,A19010527,Mumpuni Salahudin,L,2006-10-17,36,SMA Negeri 25 Banten,B,1,2019,Aktif
528,A19090528,Nrima Saputra,L,2004-10-14,61,SMA Negeri 19 Kalimantan Barat,A,9,2019,Aktif
529,A22080529,"Empluk Namaga, M.Pd",L,2005-03-19,94,SMA Negeri 44 Papua,B,8,2022,Aktif
530,A21030530,Kamila Laksmiwati,L,1998-11-23,63,SMA Negeri 26 Kalimantan Selatan,B,3,2021,Aktif
531,A19010531,"Hj. Cinta Latupono, S.Pt",L,2001-12-08,35,SMA Negeri 38 Jawa Timur,A,1,2019,Lulus
532,A18090532,Halima Putra,P,2005-02-13,31,SMA Negeri 3 DKI Jakarta,B,9,2018,Lulus
533,A22070533,Ade Permadi,P,2007-04-23,51,SMA Negeri 4 Bali,A,7,2022,Aktif
534,A23110534,Emin Thamrin,L,2007-09-26,17,SMA Negeri 45 Bengkulu,A,11,2023,Aktif
535,A21020535,Jayeng Prasetyo,L,2005-12-10,73,SMA Negeri 31 Sulawesi Selatan,C,2,2021,Lulus
536,A19120536,dr. Hesti Sudiati,L,2003-02-05,21,SMA Negeri 7 Kepulauan Riau,A,12,2019,Aktif
537,A20110537,"Tgk. Ika Megantara, S.Sos",L,1997-10-09,94,SMA Negeri 7 Papua,A,11,2020,Lulus
538,A20090538,"Akarsana Laksita, M.M.",L,1997-06-26,18,SMA Negeri 39 Lampung,A,9,2020,Aktif
539,A22040539,"Puti Laila Firgantoro, S.H.",L,2004-06-23,51,SMA Negeri 46 Bali,B,4,2022,Aktif
540,A19070540,Empluk Permadi,P,2007-07-25,53,SMA Negeri 14 Nusa Tenggara Timur,A,7,2019,Aktif
541,A20120541,Tami Sirait,L,2004-08-04,81,SMA Negeri 6 Maluku,B,12,2020,Aktif
542,A19020542,Balamantri Widiastuti,P,2002-07-02,82,SMA Negeri 47 Maluku Utara,A,2,2019,Aktif
543,A23020543,Labuh Permata,L,2005-01-01,51,SMA Negeri 19 Bali,B,2,2023,Aktif
544,A18050544,Purwanto Saefullah,L,2007-05-14,76,SMA Negeri 19 Sulawesi Barat,A,5,2018,Lulus
545,A21060545,Eka Kuswandari,L,2006-11-05,62,SMA Negeri 3 Kalimantan Tengah,A,6,2021,Lulus
546,A23010546,Nadine Haryanti,L,2006-08-24,19,SMA Negeri 23 Kepulauan Bangka Belitung,A,1,2023,Aktif
547,A23080547,Talia Pradana,L,2007-05-23,52,SMA Negeri 22 Nusa Tenggara Barat,A,8,2023,Aktif
548,A21030548,"dr. Zahra Wulandari, S.Gz",L,2005-11-04,18,SMA Negeri 25 Lampung,C,3,2021,Aktif
549,A21120549,Waluyo Narpati,L,2005-01-22,81,SMA Negeri 47 Maluku,A,12,2021,Aktif
550,A18010550,"Hj. Keisha Pradana, S.Gz",P,2002-03-16,31,SMA Negeri 37 DKI Jakarta,C,1,2018,Aktif
551,A19110551,Cut Septi Wijaya,L,2007-09-22,75,SMA Negeri 44 Gorontalo,C,11,2019,Lulus
552,A21120552,Edison Sudiati,L,2002-04-27,19,SMA Negeri 29 Kepulauan Bangka Belitung,TT,12,2021,Lulus
553,A20010553,Ega Hasanah,L,2003-06-13,15,SMA Negeri 44 Jambi,B,1,2020,Lulus
554,A23090554,Rachel Agustina,P,2002-07-01,35,SMA Negeri 34 Jawa Timur,B,9,2023,Aktif
555,A21120555,Melinda Prastuti,L,1998-08-18,17,SMA Negeri 44 Bengkulu,B,12,2021,Aktif
556,A19110556,R.M. Satya Melani,L,1999-10-25,71,SMA Negeri 11 Sulawesi Utara,A,11,2019,Lulus
557,A21090557,Ajeng Wijayanti,L,2008-05-04,81,SMA Negeri 21 Maluku,A,9,2021,Lulus
558,A20040558,Raina Prastuti,P,2003-06-22,63,SMA Negeri 42 Kalimantan Selatan,A,4,2020,Aktif
559,A19070559,"Alika Putra, S.Pt",L,2003-05-14,72,SMA Negeri 37 Sulawesi Tengah,A,7,2019,Aktif
560,A21080560,"R. Salman Maryadi, M.TI.",L,2001-10-22,16,SMA Negeri 32 Sumatera Selatan,TT,8,2021,Aktif
561,A18120561,Dewi Hardiansyah,L,2003-01-11,12,SMA Negeri 36 Sumatera Utara,C,12,2018,Aktif
562,A22010562,Ir. Sakura Siregar,P,2005-12-13,16,SMA Negeri 36 Sumatera Selatan,B,1,2022,Aktif
563,A20040563,Ika Sihotang,L,2008-03-23,76,SMA Negeri 30 Sulawesi Barat,B,4,2020,Lulus
564,A23060564,drg. Wardaya Prastuti,P,2001-11-18,81,SMA Negeri 29 Maluku,B,6,2023,Aktif
565,A23020565,Maimunah Najmudin,L,2000-04-21,17,SMA Negeri 22 Bengkulu,B,2,2023,Aktif
566,A22060566,Pandu Dabukke,P,2006-09-27,53,SMA Negeri 7 Nusa Tenggara Timur,B,6,2022,Aktif
567,A21010567,Lintang Wastuti,P,2003-08-25,31,SMA Negeri 27 DKI Jakarta,A,1,2021,Lulus
568,A22020568,Yosef Pertiwi,L,2002-07-10,51,SMA Negeri 8 Bali,B,2,2022,Aktif
569,A21070569,"Titin Budiyanto, M.M.",P,2002-05-04,34,SMA Negeri 49 DI Yogyakarta,B,7,2021,Aktif
570,A23070570,"Warta Nasyidah, S.Gz",L,2005-12-06,13,SMA Negeri 30 Sumatera Barat,A,7,2023,Aktif
571,A19110571,"Sutan Saka Siregar, S.H.",L,1997-07-01,91,SMA Negeri 4 Papua Barat,TT,11,2019,Lulus
572,A22090572,Patricia Pradana,P,2004-04-23,74,SMA Negeri 50 Sulawesi Tenggara,TT,9,2022,Aktif
573,A23030573,Elvina Saefullah,L,2000-10-12,32,SMA Negeri 25 Jawa Barat,A,3,2023,Aktif
574,A22110574,Zelaya Nurdiyanti,L,2003-09-12,62,SMA Negeri 39 Kalimantan Tengah,C,11,2022,Aktif
575,A20120575,Puspa Mangunsong,L,2001-03-23,36,SMA Negeri 29 Banten,C,12,2020,Cuti
576,A21030576,Purwa Budiman,P,2007-02-03,19,SMA Negeri 21 Kepulauan Bangka Belitung,B,3,2021,Lulus
577,A19120577,Legawa Nugroho,P,2005-01-23,34,SMA Negeri 44 DI Yogyakarta,B,12,2019,Lulus
578,A23060578,Naradi Nainggolan,P,2007-06-15,19,SMA Negeri 35 Kepulauan Bangka Belitung,A,6,2023,Aktif
579,A23120579,Hj. Nabila Manullang,L,2002-01-15,62,SMA Negeri 36 Kalimantan Tengah,A,12,2023,Aktif
580,A23080580,R. Koko Oktaviani,L,2008-04-21,73,SMA Negeri 1 Sulawesi Selatan,B,8,2023,Aktif
581,A18090581,Cici Riyanti,L,2007-11-25,17,SMA Negeri 4 Bengkulu,C,9,2018,Aktif
582,A19040582,"Zizi Pratama, S.Gz",P,2002-01-11,52,SMA Negeri 4 Nusa Tenggara Barat,B,4,2019,Aktif
583,A19120583,Jaiman Wijaya,L,2004-12-11,53,SMA Negeri 7 Nusa Tenggara Timur,A,12,2019,Lulus
584,A23100584,Puti Napitupulu,L,2005-02-12,35,SMA Negeri 33 Jawa Timur,C,10,2023,Aktif
585,A23120585,Asmuni Zulaika,L,2003-01-26,53,SMA Negeri 25 Nusa Tenggara Timur,A,12,2023,Aktif
586,A22070586,Hj. Puji Widiastuti,L,2007-01-09,62,SMA Negeri 48 Kalimantan Tengah,A,7,2022,Aktif
587,A22050587,Icha Nugroho,L,1998-01-23,33,SMA Negeri 41 Jawa Tengah,TT,5,2022,Aktif
588,A22120588,Dasa Mahendra,P,1999-08-21,65,SMA Negeri 13 Kalimantan Utara,B,12,2022,Aktif
589,A19050589,R. Luluh Tarihoran,L,2004-04-08,75,SMA Negeri 48 Gorontalo,A,5,2019,Cuti
590,A21090590,Winda Santoso,L,2007-04-19,18,SMA Negeri 17 Lampung,A,9,2021,Aktif
591,A22030591,Ir. Cornelia Salahudin,L,2002-05-15,31,SMA Negeri 22 DKI Jakarta,B,3,2022,Aktif
592,A18080592,R. Nabila Sihombing,L,2001-06-02,21,SMA Negeri 50 Kepulauan Riau,A,8,2018,Lulus
593,A21110593,Ir. Damar Hutagalung,L,1999-12-03,61,SMA Negeri 21 Kalimantan Barat,B,11,2021,Lulus
594,A19090594,Ophelia Hakim,P,1999-07-24,35,SMA Negeri 35 Jawa Timur,A,9,2019,Aktif
595,A18090595,Rahmat Permata,L,1997-10-24,72,SMA Negeri 43 Sulawesi Tengah,B,9,2018,Lulus
596,A20060596,Legawa Yuliarti,L,2002-09-19,63,SMA Negeri 40 Kalimantan Selatan,B,6,2020,Cuti
597,A22090597,Indah Mansur,L,2007-10-27,81,SMA Negeri 43 Maluku,A,9,2022,Aktif
598,A19060598,Cahya Suwarno,L,2007-01-22,75,SMA Negeri 21 Gorontalo,B,6,2019,Lulus
599,A21070599,R.M. Panca Hutagalung,P,2006-07-05,18,SMA Negeri 2 Lampung,B,7,2021,Lulus
600,A22090600,"dr. Prakosa Ardianto, S.Ked",L,2006-03-15,65,SMA Negeri 3 Kalimantan Utara,TT,9,2022,Aktif
601,A20050601,Carub Wasita,L,2006-11-25,33,SMA Negeri 50 Jawa Tengah,A,5,2020,Aktif
602,A23090602,Ulya Salahudin,L,2005-06-23,11,SMA Negeri 43 Aceh,A,9,2023,Aktif
603,A23110603,Wirda Budiman,L,2002-05-19,34,SMA Negeri 14 DI Yogyakarta,C,11,2023,Aktif
604,A23090604,"Lasmono Prayoga, S.H.",P,2003-11-18,74,SMA Negeri 44 Sulawesi Tenggara,A,9,2023,Aktif
605,A21030605,R. Galar Usamah,L,2006-01-27,12,SMA Negeri 4 Sumatera Utara,B,3,2021,Aktif
606,A22030606,Alika Wulandari,P,2002-12-20,51,SMA Negeri 15 Bali,A,3,2022,Aktif
607,A21050607,Martaka Simbolon,P,2002-11-03,73,SMA Negeri 21 Sulawesi Selatan,TT,5,2021,Aktif
608,A23010608,Vanya Pranowo,P,1999-09-20,71,SMA Negeri 1 Sulawesi Utara,A,1,2023,Aktif
609,A23110609,Puti Lazuardi,P,2002-10-03,15,SMA Negeri 5 Jambi,A,11,2023,Aktif
610,A18060610,Puti Zulaika,P,2004-03-22,91,SMA Negeri 6 Papua Barat,B,6,2018,Aktif
611,A21050611,Tami Andriani,P,2001-01-30,75,SMA Negeri 11 Gorontalo,C,5,2021,Aktif
612,A19090612,Garda Narpati,P,2001-05-21,35,SMA Negeri 41 Jawa Timur,C,9,2019,Aktif
613,A23030613,Dt. Mursita Hutagalung,L,2000-01-20,61,SMA Negeri 36 Kalimantan Barat,B,3,2023,Aktif
614,A18090614,"Restu Tampubolon, S.Pd",L,1998-10-09,21,SMA Negeri 26 Kepulauan Riau,A,9,2018,Lulus
615,A20090615,"Leo Nababan, S.Farm",P,1999-07-02,16,SMA Negeri 47 Sumatera Selatan,B,9,2020,Lulus
616,A21060616,Irnanto Rajasa,L,1998-04-14,34,SMA Negeri 40 DI Yogyakarta,A,6,2021,Aktif
617,A18050617,Laksana Hidayat,P,2001-12-26,33,SMA Negeri 4 Jawa Tengah,A,5,2018,Lulus
618,A23090618,Febi Purwanti,L,2007-05-18,76,SMA Negeri 43 Sulawesi Barat,A,9,2023,Aktif
619,A18020619,"drg. Novi Simanjuntak, S.I.Kom",P,2002-02-02,51,SMA Negeri 22 Bali,B,2,2018,Lulus
620,A23060620,Opan Nainggolan,L,2001-01-22,19,SMA Negeri 19 Kepulauan Bangka Belitung,B,6,2023,Aktif
621,A19100621,"dr. Melinda Dongoran, M.M.",L,1999-01-15,15,SMA Negeri 40 Jambi,B,10,2019,Aktif
622,A23110622,"Tami Mangunsong, M.Ak",P,1998-01-12,61,SMA Negeri 37 Kalimantan Barat,A,11,2023,Aktif
623,A21060623,Silvia Laksita,L,2002-08-15,62,SMA Negeri 15 Kalimantan Tengah,A,6,2021,Aktif
624,A20120624,"Tgk. Laila Pertiwi, S.Psi",L,2000-02-08,74,SMA Negeri 22 Sulawesi Tenggara,B,12,2020,Lulus
625,A21080625,Raihan Mustofa,L,2002-03-31,76,SMA Negeri 7 Sulawesi Barat,B,8,2021,Aktif
626,A20030626,"T. Jais Tampubolon, S.IP",P,1998-04-04,16,SMA Negeri 47 Sumatera Selatan,A,3,2020,Aktif
627,A23110627,Eka Siregar,L,2002-02-10,15,SMA Negeri 33 Jambi,A,11,2023,Aktif
628,A22110628,Dr. Azalea Novitasari,P,1999-05-05,12,SMA Negeri 14 Sumatera Utara,C,11,2022,Aktif
629,A22010629,Raden Nainggolan,P,1998-07-09,51,SMA Negeri 50 Bali,TT,1,2022,Aktif
630,A21030630,R. Patricia Puspita,P,1999-02-13,65,SMA Negeri 19 Kalimantan Utara,B,3,2021,Lulus
631,A22030631,Putri Siregar,L,2005-12-31,76,SMA Negeri 24 Sulawesi Barat,A,3,2022,Aktif
632,A23090632,"Tari Wibisono, S.Ked",P,1997-08-25,11,SMA Negeri 44 Aceh,B,9,2023,Aktif
633,A19030633,Cici Wibowo,L,2006-03-31,91,SMA Negeri 37 Papua Barat,TT,3,2019,Aktif
634,A23110634,Ir. Ciaobella Lailasari,L,2004-02-09,21,SMA Negeri 3 Kepulauan Riau,TT,11,2023,Aktif
635,A19040635,Lanang Permadi,L,2002-12-02,82,SMA Negeri 3 Maluku Utara,A,4,2019,Aktif
636,A22110636,Karen Prasasta,L,2003-08-11,34,SMA Negeri 31 DI Yogyakarta,B,11,2022,Aktif
637,A18080637,Dewi Sihotang,L,2001-02-04,13,SMA Negeri 34 Sumatera Barat,B,8,2018,Lulus
638,A23110638,Laras Manullang,P,1999-07-13,52,SMA Negeri 35 Nusa Tenggara Barat,B,11,2023,Aktif
639,A21100639,Mahmud Siregar,L,2007-04-30,32,SMA Negeri 5 Jawa Barat,C,10,2021,Lulus
640,A21090640,Mahesa Napitupulu,P,2006-04-21,51,SMA Negeri 23 Bali,B,9,2021,Aktif
641,A22080641,"Cakrabuana Sinaga, M.TI.",P,2001-04-22,81,SMA Negeri 9 Maluku,A,8,2022,Aktif
642,A19080642,Tiara Santoso,P,2000-03-15,31,SMA Negeri 14 DKI Jakarta,A,8,2019,Lulus
643,A19030643,"Ana Hutasoit, M.Farm",P,2002-12-07,32,SMA Negeri 8 Jawa Barat,B,3,2019,Lulus
644,A21110644,Gandewa Yulianti,P,1999-02-14,35,SMA Negeri 44 Jawa Timur,B,11,2021,Aktif
645,A19080645,Banara Suwarno,P,2001-06-14,81,SMA Negeri 2 Maluku,A,8,2019,Lulus
646,A19040646,Rafid Sihombing,L,2003-08-13,13,SMA Negeri 3 Sumatera Barat,A,4,2019,Lulus
647,A18100647,Fitria Simbolon,L,2003-09-23,21,SMA Negeri 34 Kepulauan Riau,A,10,2018,DO
648,A23070648,"Hasna Handayani, S.Ked",L,2000-05-11,12,SMA Negeri 14 Sumatera Utara,B,7,2023,Aktif
649,A21080649,"Usyi Namaga, M.Ak",L,2007-04-06,81,SMA Negeri 39 Maluku,A,8,2021,Lulus
650,A22030650,Dt. Capa Pertiwi,L,2006-08-03,32,SMA Negeri 47 Jawa Barat,B,3,2022,Aktif
651,A21110651,Asirwada Saragih,L,1998-04-05,63,SMA Negeri 9 Kalimantan Selatan,A,11,2021,Aktif
652,A19020652,Pangeran Rajasa,L,1999-12-01,12,SMA Negeri 12 Sumatera Utara,C,2,2019,Lulus
653,A22080653,Ani Rajasa,L,1997-11-15,13,SMA Negeri 31 Sumatera Barat,A,8,2022,Aktif
654,A22110654,"Ivan Purwanti, S.IP",P,2005-03-11,19,SMA Negeri 42 Kepulauan Bangka Belitung,A,11,2022,Aktif
655,A21070655,Ir. Malika Sihombing,L,2001-07-14,94,SMA Negeri 28 Papua,B,7,2021,Lulus
656,A21040656,Darman Marpaung,P,1998-11-13,81,SMA Negeri 49 Maluku,B,4,2021,Lulus
657,A21120657,"Samiah Anggraini, S.Ked",L,1998-03-08,17,SMA Negeri 15 Bengkulu,A,12,2021,Aktif
658,A22020658,Maida Mardhiyah,L,2000-12-12,53,SMA Negeri 13 Nusa Tenggara Timur,C,2,2022,Aktif
659,A22010659,Hilda Mahendra,P,2001-03-09,11,SMA Negeri 1 Aceh,A,1,2022,Aktif
660,A23070660,R.M. Mitra Nainggolan,L,2003-05-21,34,SMA Negeri 24 DI Yogyakarta,B,7,2023,Aktif
661,A21020661,"Rangga Suryatmi, M.Ak",L,2001-03-24,21,SMA Negeri 28 Kepulauan Riau,B,2,2021,Lulus
662,A22100662,Aswani Wacana,P,2004-07-30,65,SMA Negeri 26 Kalimantan Utara,B,10,2022,Aktif
663,A22040663,"R. Icha Sitorus, S.Kom",L,2006-07-13,73,SMA Negeri 24 Sulawesi Selatan,TT,4,2022,Aktif
664,A20090664,Wani Wibisono,P,1998-05-12,81,SMA Negeri 46 Maluku,B,9,2020,Aktif
665,A23070665,Dimas Uwais,P,2006-09-26,19,SMA Negeri 15 Kepulauan Bangka Belitung,A,7,2023,Aktif
666,A18080666,"Puti Rini Mulyani, S.Sos",P,2006-12-06,31,SMA Negeri 22 DKI Jakarta,B,8,2018,Aktif
667,A19090667,Padmi Hasanah,P,2001-02-08,14,SMA Negeri 6 Riau,C,9,2019,Aktif
668,A22030668,"Margana Widiastuti, M.Farm",L,2002-02-21,81,SMA Negeri 5 Maluku,C,3,2022,Aktif
669,A20050669,Hendra Maryati,P,2004-02-18,35,SMA Negeri 25 Jawa Timur,A,5,2020,Aktif
670,A20070670,Latika Jailani,L,2000-09-18,94,SMA Negeri 29 Papua,A,7,2020,Lulus
671,A23010671,Tania Firgantoro,L,1999-05-07,33,SMA Negeri 3 Jawa Tengah,B,1,2023,Aktif
672,A22100672,Gasti Maheswara,P,2000-06-16,91,SMA Negeri 11 Papua Barat,B,10,2022,Aktif
673,A20110673,"drg. Dalima Wahyuni, S.Psi",P,1999-07-28,13,SMA Negeri 11 Sumatera Barat,B,11,2020,Aktif
674,A21020674,Edward Hariyah,P,2005-08-08,52,SMA Negeri 38 Nusa Tenggara Barat,B,2,2021,Aktif
675,A18040675,Drs. Oni Hastuti,L,2000-12-07,94,SMA Negeri 47 Papua,A,4,2018,Lulus
676,A20090676,Tari Ramadan,L,2005-11-06,64,SMA Negeri 13 Kalimantan Timur,B,9,2020,Lulus
677,A22080677,"R.M. Kajen Rahmawati, S.Psi",L,1998-12-21,72,SMA Negeri 12 Sulawesi Tengah,A,8,2022,Aktif
678,A18070678,Unjani Nuraini,P,2004-02-09,91,SMA Negeri 8 Papua Barat,A,7,2018,Aktif
679,A22090679,Gasti Winarsih,P,1997-09-06,51,SMA Negeri 29 Bali,B,9,2022,Aktif
680,A19070680,Bahuraksa Mangunsong,L,2005-09-24,81,SMA Negeri 38 Maluku,B,7,2019,Lulus
681,A18010681,"Ilsa Hardiansyah, S.Pd",L,2004-11-17,81,SMA Negeri 15 Maluku,B,1,2018,Aktif
